Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,India,Clothing,Offline,Low,2023-03-17,4913,2023-03-26,1541,426.28,238.54,656897.48,367590.14,289307.34
North America,Mexico,Electronics,Offline,Critical,2025-10-25,4914,2025-11-06,4937,49.32,22.38,243492.84,110490.06,133002.78
Africa,Nigeria,Electronics,Online,High,2024-07-26,4915,2024-08-09,4158,957.46,749.47,3981118.68,3116296.26,864822.42
Asia,Japan,Clothing,Online,High,2026-05-04,4916,2026-05-13,1006,876.6,608.67,881859.6,612322.02,269537.58
Asia,India,Cosmetics,Online,Medium,2025-01-12,4917,2025-01-19,58,919.67,482.32,53340.86,27974.56,25366.3
Oceania,Australia,Office Supplies,Offline,Low,2025-09-07,4918,2025-09-18,564,953.06,526.99,537525.84,297222.36,240303.48
South America,Argentina,Electronics,Offline,Low,2022-07-05,4919,2022-07-15,8385,21.62,16.68,181283.7,139861.8,41421.9
North America,United States,Food,Online,Medium,2025-07-12,4920,2025-07-26,5434,954.94,747.08,5189143.96,4059632.72,1129511.24
South America,Colombia,Electronics,Online,High,2025-09-17,4921,2025-09-22,3518,491.3,246.71,1728393.4,867925.78,860467.62
Asia,South Korea,Electronics,Offline,Medium,2021-11-10,4922,2021-11-17,4945,614.27,398.24,3037565.15,1969296.8,1068268.35
Oceania,New Zealand,Office Supplies,Online,Medium,2025-09-16,4923,2025-09-21,3731,110.44,66.5,412051.64,248111.5,163940.14
Oceania,New Zealand,Clothing,Online,Critical,2026-07-11,4924,2026-07-23,9561,947.17,571.78,9055892.37,5466788.58,3589103.79
North America,Canada,Clothing,Online,Low,2022-08-10,4925,2022-08-18,2048,26.31,15.99,53882.88,32747.52,21135.36
Asia,South Korea,Furniture,Online,High,2022-11-22,4926,2022-11-29,440,942.49,512.22,414695.6,225376.8,189318.8
Africa,Kenya,Food,Online,High,2023-04-12,4927,2023-04-16,7328,936.85,658.75,6865236.8,4827320.0,2037916.8
Europe,Spain,Clothing,Online,High,2023-08-27,4928,2023-09-01,6189,576.39,407.62,3567277.71,2522760.18,1044517.53
Asia,South Korea,Office Supplies,Offline,Critical,2022-11-11,4929,2022-11-19,7493,741.41,562.29,5555385.13,4213238.97,1342146.16
North America,United States,Office Supplies,Online,Low,2026-07-14,4930,2026-07-18,3416,10.91,6.85,37268.56,23399.6,13868.96
South America,Brazil,Food,Online,Low,2022-02-10,4931,2022-02-22,5209,780.14,580.76,4063749.26,3025178.84,1038570.42
North America,Mexico,Office Supplies,Online,High,2021-12-11,4932,2021-12-12,4795,711.7,417.92,3412601.5,2003926.4,1408675.1
South America,Argentina,Office Supplies,Online,Low,2025-12-11,4933,2025-12-20,8283,368.81,176.63,3054853.23,1463026.29,1591826.94
Oceania,New Zealand,Clothing,Offline,High,2025-07-11,4934,2025-07-16,1646,334.22,256.84,550126.12,422758.64,127367.48
South America,Argentina,Electronics,Online,High,2025-02-05,4935,2025-02-15,3548,853.58,449.37,3028501.84,1594364.76,1434137.08
North America,Canada,Cosmetics,Offline,Critical,2024-12-07,4936,2024-12-12,8858,913.65,638.77,8093111.7,5658224.66,2434887.04
Africa,Nigeria,Food,Offline,Critical,2021-09-01,4937,2021-09-09,4923,827.85,372.86,4075505.55,1835589.78,2239915.77
Oceania,New Zealand,Clothing,Offline,Medium,2024-10-13,4938,2024-10-14,3366,73.39,48.23,247030.74,162342.18,84688.56
Europe,France,Cosmetics,Offline,Medium,2022-10-19,4939,2022-10-24,6565,105.72,58.05,694051.8,381098.25,312953.55
Africa,South Africa,Electronics,Offline,Low,2024-04-09,4940,2024-04-17,9056,82.87,58.01,750470.72,525338.56,225132.16
Asia,Singapore,Office Supplies,Online,Low,2022-06-01,4941,2022-06-13,5043,379.37,195.93,1913162.91,988074.99,925087.92
Africa,Morocco,Clothing,Online,Low,2025-02-12,4942,2025-02-24,1862,454.75,286.95,846744.5,534300.9,312443.6
Asia,China,Food,Offline,Medium,2022-11-13,4943,2022-11-14,2409,569.41,305.94,1371708.69,737009.46,634699.23
South America,Brazil,Furniture,Online,Critical,2023-04-23,4944,2023-04-25,5128,811.02,427.92,4158910.56,2194373.76,1964536.8
Oceania,New Zealand,Clothing,Offline,Medium,2022-11-29,4945,2022-12-01,7555,215.83,111.02,1630595.65,838756.1,791839.55
North America,Canada,Cosmetics,Offline,Critical,2023-05-08,4946,2023-05-16,6651,37.23,29.4,247616.73,195539.4,52077.33
Asia,South Korea,Clothing,Online,High,2021-09-19,4947,2021-10-01,6769,922.03,665.83,6241221.07,4507003.27,1734217.8
Africa,Egypt,Office Supplies,Offline,Medium,2023-03-27,4948,2023-03-31,4847,357.55,235.34,1733044.85,1140692.98,592351.87
Asia,Singapore,Office Supplies,Offline,High,2022-08-29,4949,2022-09-06,8523,194.17,133.09,1654910.91,1134326.07,520584.84
South America,Brazil,Food,Offline,High,2021-09-09,4950,2021-09-14,5531,826.65,655.68,4572201.15,3626566.08,945635.07
South America,Argentina,Food,Online,High,2021-08-19,4951,2021-08-30,3560,355.99,172.94,1267324.4,615666.4,651658.0
South America,Argentina,Clothing,Offline,Critical,2024-03-30,4952,2024-04-08,4052,381.41,206.66,1545473.32,837386.32,708087.0
North America,United States,Cosmetics,Online,High,2025-12-24,4953,2026-01-01,6111,94.14,62.82,575289.54,383893.02,191396.52
North America,Canada,Electronics,Offline,High,2021-08-29,4954,2021-09-08,9362,398.83,194.29,3733846.46,1818942.98,1914903.48
Africa,Egypt,Office Supplies,Online,High,2024-03-25,4955,2024-03-31,7232,435.45,298.07,3149174.4,2155642.24,993532.16
Africa,Morocco,Office Supplies,Online,Critical,2025-07-03,4956,2025-07-11,6596,639.86,357.39,4220516.56,2357344.44,1863172.12
Europe,Germany,Electronics,Online,Medium,2023-04-12,4957,2023-04-21,8364,977.64,511.75,8176980.96,4280277.0,3896703.96
Europe,United Kingdom,Cosmetics,Offline,Critical,2022-01-06,4958,2022-01-18,4696,696.76,373.49,3271984.96,1753909.04,1518075.92
North America,United States,Furniture,Online,Medium,2026-07-09,4959,2026-07-20,6755,794.27,557.53,5365293.85,3766115.15,1599178.7
Africa,Morocco,Furniture,Offline,Low,2024-05-02,4960,2024-05-11,1287,456.64,254.15,587695.68,327091.05,260604.63
South America,Chile,Furniture,Offline,High,2024-07-28,4961,2024-08-08,5642,516.85,313.68,2916067.7,1769782.56,1146285.14
Oceania,New Zealand,Electronics,Offline,Medium,2024-01-04,4962,2024-01-09,6584,114.14,77.09,751497.76,507560.56,243937.2
Oceania,Australia,Food,Offline,Critical,2022-11-06,4963,2022-11-07,8742,859.36,592.27,7512525.12,5177624.34,2334900.78
South America,Brazil,Clothing,Offline,Medium,2023-05-03,4964,2023-05-11,5463,596.42,406.54,3258242.46,2220928.02,1037314.44
North America,United States,Office Supplies,Online,High,2024-06-07,4965,2024-06-19,8956,651.66,477.0,5836266.96,4272012.0,1564254.96
Africa,Morocco,Clothing,Online,Low,2024-08-25,4966,2024-08-28,6063,551.75,301.46,3345260.25,1827751.98,1517508.27
Africa,Egypt,Electronics,Offline,High,2022-09-29,4967,2022-10-10,3294,527.86,271.5,1738770.84,894321.0,844449.84
Africa,Morocco,Office Supplies,Offline,Low,2026-02-12,4968,2026-02-16,4962,142.9,69.31,709069.8,343916.22,365153.58
North America,Canada,Furniture,Online,High,2024-12-08,4969,2024-12-13,438,96.88,65.17,42433.44,28544.46,13888.98
Asia,India,Clothing,Offline,High,2023-06-29,4970,2023-07-02,8726,201.38,109.55,1757241.88,955933.3,801308.58
Oceania,Australia,Clothing,Online,Medium,2023-03-08,4971,2023-03-13,3980,390.55,312.1,1554389.0,1242158.0,312231.0
Asia,India,Furniture,Online,Critical,2026-08-03,4972,2026-08-04,7448,714.59,565.55,5322266.32,4212216.4,1110049.92
Europe,France,Furniture,Offline,Critical,2024-11-07,4973,2024-11-18,8097,245.25,142.22,1985789.25,1151555.34,834233.91
Oceania,New Zealand,Office Supplies,Offline,Medium,2024-07-29,4974,2024-08-11,4214,490.9,264.31,2068652.6,1113802.34,954850.26
Africa,Egypt,Clothing,Offline,High,2023-03-02,4975,2023-03-09,2126,878.53,457.55,1867754.78,972751.3,895003.48
Africa,Nigeria,Furniture,Offline,Low,2023-02-22,4976,2023-02-24,2123,618.52,332.87,1313117.96,706683.01,606434.95
Africa,Egypt,Food,Offline,High,2023-02-17,4977,2023-02-22,277,978.62,626.42,271077.74,173518.34,97559.4
Europe,Germany,Food,Offline,Critical,2024-12-06,4978,2024-12-19,9318,303.27,179.79,2825869.86,1675283.22,1150586.64
Africa,Kenya,Clothing,Offline,Medium,2023-11-11,4979,2023-11-13,3599,742.63,430.26,2672725.37,1548505.74,1124219.63
Asia,Singapore,Furniture,Online,Low,2025-10-10,4980,2025-10-23,9918,476.88,240.66,4729695.84,2386865.88,2342829.96
Africa,Egypt,Furniture,Online,High,2024-04-28,4981,2024-05-01,2922,691.74,386.4,2021264.28,1129060.8,892203.48
Europe,Germany,Cosmetics,Offline,Critical,2022-08-19,4982,2022-08-23,5740,696.81,491.96,3999689.4,2823850.4,1175839.0
Asia,India,Food,Online,Critical,2023-04-13,4983,2023-04-16,9925,202.82,106.21,2012988.5,1054134.25,958854.25
Asia,South Korea,Office Supplies,Online,Medium,2025-01-13,4984,2025-01-26,1302,972.1,685.48,1265674.2,892494.96,373179.24
Europe,Spain,Food,Online,Critical,2025-11-30,4985,2025-12-14,617,733.25,458.62,452415.25,282968.54,169446.71
Africa,Nigeria,Electronics,Online,Critical,2022-03-31,4986,2022-04-09,9976,894.05,688.04,8919042.8,6863887.04,2055155.76
Oceania,New Zealand,Clothing,Online,Medium,2026-02-09,4987,2026-02-20,8187,85.65,44.52,701216.55,364485.24,336731.31
Asia,India,Food,Offline,Low,2026-01-04,4988,2026-01-08,8070,885.45,541.84,7145581.5,4372648.8,2772932.7
Oceania,Australia,Electronics,Offline,High,2022-02-05,4989,2022-02-18,6579,501.34,369.59,3298315.86,2431532.61,866783.25
Europe,Spain,Cosmetics,Offline,Medium,2025-08-31,4990,2025-09-12,5776,998.19,544.06,5765545.44,3142490.56,2623054.88
Europe,Italy,Furniture,Offline,Medium,2024-01-20,4991,2024-01-27,6622,566.69,358.61,3752621.18,2374715.42,1377905.76
Oceania,Fiji,Office Supplies,Offline,Low,2022-09-12,4992,2022-09-17,8954,186.42,86.76,1669204.68,776849.04,892355.64
Asia,Singapore,Clothing,Online,Medium,2024-11-29,4993,2024-12-05,5613,635.11,507.7,3564872.43,2849720.1,715152.33
Asia,South Korea,Food,Offline,Low,2024-02-16,4994,2024-02-23,914,827.64,483.47,756462.96,441891.58,314571.38
Europe,United Kingdom,Food,Offline,High,2023-10-26,4995,2023-11-06,2261,765.36,379.04,1730478.96,857009.44,873469.52
North America,Mexico,Office Supplies,Offline,Medium,2025-10-04,4996,2025-10-18,9655,316.36,155.91,3054455.8,1505311.05,1549144.75
Oceania,Australia,Clothing,Offline,Medium,2025-10-23,4997,2025-11-02,9843,630.51,349.47,6206109.93,3439833.21,2766276.72
Asia,India,Furniture,Online,High,2025-09-11,4998,2025-09-22,5415,945.74,433.54,5121182.1,2347619.1,2773563.0
South America,Chile,Office Supplies,Offline,Medium,2024-10-21,4999,2024-11-04,6933,454.47,247.39,3150840.51,1715154.87,1435685.64
Europe,Italy,Office Supplies,Online,Medium,2022-10-14,5000,2022-10-21,7909,71.14,51.0,562646.26,403359.0,159287.26
Europe,Spain,Cosmetics,Offline,Critical,2024-05-18,5001,2024-05-26,2925,590.86,468.4,1728265.5,1370070.0,358195.5
Oceania,Fiji,Cosmetics,Offline,Low,2024-01-11,5002,2024-01-14,8675,729.32,440.75,6326851.0,3823506.25,2503344.75
Oceania,Australia,Clothing,Online,High,2022-09-23,5003,2022-09-26,3680,136.06,83.39,500700.8,306875.2,193825.6
North America,Canada,Food,Online,Low,2022-07-27,5004,2022-07-31,8498,377.03,232.29,3204000.94,1974000.42,1230000.52
North America,Mexico,Clothing,Offline,High,2025-07-13,5005,2025-07-17,2169,147.02,93.04,318886.38,201803.76,117082.62
Oceania,Australia,Food,Online,High,2024-03-10,5006,2024-03-17,2634,707.6,327.87,1863818.4,863609.58,1000208.82
Asia,South Korea,Food,Online,High,2023-07-01,5007,2023-07-04,5475,413.11,258.31,2261777.25,1414247.25,847530.0
Europe,Spain,Office Supplies,Offline,High,2025-02-12,5008,2025-02-17,9510,727.63,442.76,6919761.3,4210647.6,2709113.7
Asia,Japan,Food,Offline,Low,2024-07-30,5009,2024-07-31,6105,54.63,26.7,333516.15,163003.5,170512.65
South America,Chile,Clothing,Online,Critical,2025-06-15,5010,2025-06-24,6540,877.03,437.61,5735776.2,2861969.4,2873806.8
Europe,Italy,Food,Offline,Critical,2026-07-10,5011,2026-07-16,4439,517.66,344.45,2297892.74,1529013.55,768879.19
South America,Chile,Cosmetics,Online,Low,2025-02-15,5012,2025-02-26,8753,965.73,731.03,8453034.69,6398705.59,2054329.1
Europe,Germany,Furniture,Offline,Critical,2024-07-04,5013,2024-07-13,7782,516.81,392.05,4021815.42,3050933.1,970882.32
Oceania,Fiji,Clothing,Offline,Critical,2023-04-18,5014,2023-04-24,564,284.45,136.25,160429.8,76845.0,83584.8
Asia,Singapore,Office Supplies,Offline,Medium,2021-10-04,5015,2021-10-10,9597,819.71,639.45,7866756.87,6136801.65,1729955.22
Oceania,Fiji,Cosmetics,Offline,Low,2023-09-28,5016,2023-10-09,6428,72.3,44.57,464744.4,286495.96,178248.44
Oceania,Australia,Food,Offline,Medium,2026-02-13,5017,2026-02-19,5695,991.92,777.55,5648984.4,4428147.25,1220837.15
Europe,United Kingdom,Food,Offline,Critical,2024-07-21,5018,2024-07-26,5329,794.2,519.07,4232291.8,2766124.03,1466167.77
South America,Chile,Office Supplies,Offline,Medium,2024-02-17,5019,2024-02-18,9020,998.08,728.02,9002681.6,6566740.4,2435941.2
Oceania,New Zealand,Electronics,Offline,High,2022-08-24,5020,2022-09-07,3217,975.24,608.51,3137347.08,1957576.67,1179770.41
Oceania,Fiji,Electronics,Offline,Medium,2023-02-22,5021,2023-02-27,4342,401.43,309.81,1743009.06,1345195.02,397814.04
North America,Canada,Office Supplies,Offline,Low,2023-10-26,5022,2023-10-29,4386,364.76,214.77,1599837.36,941981.22,657856.14
North America,Canada,Electronics,Online,Low,2025-07-03,5023,2025-07-07,8338,155.64,79.78,1297726.32,665205.64,632520.68
North America,United States,Cosmetics,Offline,Critical,2024-07-24,5024,2024-07-25,1995,213.92,99.56,426770.4,198622.2,228148.2
Asia,China,Cosmetics,Online,High,2026-08-03,5025,2026-08-16,193,618.66,279.98,119401.38,54036.14,65365.24
Asia,South Korea,Food,Offline,Low,2025-09-01,5026,2025-09-07,4412,297.73,154.65,1313584.76,682315.8,631268.96
North America,Canada,Electronics,Offline,High,2026-02-12,5027,2026-02-26,254,474.62,357.49,120553.48,90802.46,29751.02
Europe,France,Electronics,Offline,Medium,2023-06-20,5028,2023-06-21,9791,716.2,411.22,7012314.2,4026255.02,2986059.18
Africa,Kenya,Cosmetics,Offline,Medium,2022-10-16,5029,2022-10-22,8275,751.21,491.5,6216262.75,4067162.5,2149100.25
Asia,South Korea,Electronics,Offline,Low,2024-03-18,5030,2024-04-01,3653,542.62,339.1,1982190.86,1238732.3,743458.56
Asia,China,Electronics,Offline,Medium,2025-12-23,5031,2026-01-01,2096,678.35,509.32,1421821.6,1067534.72,354286.88
South America,Colombia,Clothing,Offline,High,2023-07-30,5032,2023-08-09,2074,791.78,578.44,1642151.72,1199684.56,442467.16
Europe,Spain,Office Supplies,Offline,Medium,2025-10-13,5033,2025-10-16,4352,641.35,411.84,2791155.2,1792327.68,998827.52
South America,Brazil,Electronics,Offline,Critical,2022-04-04,5034,2022-04-12,7434,122.75,58.42,912523.5,434294.28,478229.22
Oceania,Fiji,Office Supplies,Online,Medium,2024-07-13,5035,2024-07-22,6013,509.53,247.38,3063803.89,1487495.94,1576307.95
North America,United States,Cosmetics,Online,Medium,2022-10-15,5036,2022-10-29,2309,761.45,552.5,1758188.05,1275722.5,482465.55
Asia,South Korea,Electronics,Online,Medium,2023-01-14,5037,2023-01-22,9794,524.56,237.04,5137540.64,2321569.76,2815970.88
Oceania,Fiji,Office Supplies,Offline,High,2023-09-03,5038,2023-09-06,904,840.69,571.27,759983.76,516428.08,243555.68
South America,Argentina,Clothing,Offline,Critical,2025-10-10,5039,2025-10-17,792,978.05,521.15,774615.6,412750.8,361864.8
Oceania,New Zealand,Cosmetics,Online,Low,2022-07-17,5040,2022-07-21,1657,407.12,202.96,674597.84,336304.72,338293.12
South America,Chile,Furniture,Online,Critical,2025-10-10,5041,2025-10-23,6598,239.28,153.94,1578769.44,1015696.12,563073.32
Africa,Morocco,Electronics,Online,Medium,2024-02-03,5042,2024-02-15,8464,473.72,363.41,4009566.08,3075902.24,933663.84
North America,United States,Clothing,Offline,Critical,2024-02-17,5043,2024-03-01,4700,943.12,754.43,4432664.0,3545821.0,886843.0
South America,Brazil,Cosmetics,Offline,Low,2022-03-28,5044,2022-03-31,6416,241.72,165.48,1550875.52,1061719.68,489155.84
North America,Mexico,Clothing,Online,Medium,2023-12-20,5045,2024-01-02,6805,528.45,239.67,3596102.25,1630954.35,1965147.9
North America,Canada,Furniture,Offline,High,2024-10-15,5046,2024-10-25,100,75.73,35.07,7573.0,3507.0,4066.0
Oceania,Fiji,Office Supplies,Offline,High,2022-10-16,5047,2022-10-18,9391,298.39,225.33,2802180.49,2116074.03,686106.46
Oceania,Australia,Electronics,Online,Critical,2025-03-21,5048,2025-03-31,7302,693.26,375.45,5062184.52,2741535.9,2320648.62
South America,Chile,Furniture,Offline,Critical,2024-06-07,5049,2024-06-14,3327,55.17,32.4,183550.59,107794.8,75755.79
Europe,Germany,Office Supplies,Online,High,2025-05-30,5050,2025-06-10,2172,373.41,271.5,811046.52,589698.0,221348.52
Asia,South Korea,Office Supplies,Offline,Medium,2025-06-06,5051,2025-06-14,5820,702.1,380.85,4086222.0,2216547.0,1869675.0
South America,Argentina,Furniture,Online,Medium,2024-12-24,5052,2025-01-05,38,347.9,228.69,13220.2,8690.22,4529.98
Africa,South Africa,Electronics,Offline,Critical,2023-10-06,5053,2023-10-11,2378,108.17,63.57,257228.26,151169.46,106058.8
North America,Mexico,Food,Offline,Low,2025-08-29,5054,2025-09-02,1843,524.76,376.23,967132.68,693391.89,273740.79
Europe,Spain,Office Supplies,Offline,Critical,2025-08-26,5055,2025-08-29,6376,608.45,483.21,3879477.2,3080946.96,798530.24
Asia,India,Clothing,Online,Critical,2022-06-26,5056,2022-06-28,5057,460.22,344.19,2327332.54,1740568.83,586763.71
Asia,India,Electronics,Offline,Medium,2025-12-10,5057,2025-12-18,3935,518.01,403.83,2038369.35,1589071.05,449298.3
Asia,China,Cosmetics,Offline,Low,2023-05-02,5058,2023-05-15,1613,544.25,334.3,877875.25,539225.9,338649.35
Oceania,New Zealand,Clothing,Offline,Medium,2024-06-23,5059,2024-06-30,863,62.88,28.33,54265.44,24448.79,29816.65
North America,United States,Furniture,Online,Medium,2026-07-08,5060,2026-07-19,5647,411.45,198.87,2323458.15,1123018.89,1200439.26
Africa,South Africa,Office Supplies,Online,Low,2022-01-09,5061,2022-01-21,4382,922.07,504.22,4040510.74,2209492.04,1831018.7
Africa,Egypt,Clothing,Online,Critical,2024-08-21,5062,2024-09-03,7105,463.2,214.52,3291036.0,1524164.6,1766871.4
Africa,Nigeria,Electronics,Online,High,2025-01-18,5063,2025-01-20,4334,695.31,423.91,3013473.54,1837225.94,1176247.6
Asia,Japan,Food,Online,Critical,2024-12-03,5064,2024-12-16,460,526.81,318.99,242332.6,146735.4,95597.2
South America,Chile,Clothing,Offline,Low,2022-11-13,5065,2022-11-27,2378,837.4,429.84,1991337.2,1022159.52,969177.68
North America,Canada,Electronics,Offline,High,2025-07-16,5066,2025-07-22,9367,636.27,390.55,5959941.09,3658281.85,2301659.24
Europe,France,Furniture,Offline,Critical,2022-07-31,5067,2022-08-13,12,815.16,453.07,9781.92,5436.84,4345.08
Asia,China,Office Supplies,Offline,High,2024-02-10,5068,2024-02-23,3817,161.01,73.76,614575.17,281541.92,333033.25
South America,Colombia,Cosmetics,Online,Medium,2024-04-17,5069,2024-04-27,5736,327.35,223.22,1877679.6,1280389.92,597289.68
North America,Canada,Clothing,Online,Medium,2023-08-18,5070,2023-08-19,4455,537.93,339.38,2396478.15,1511937.9,884540.25
Asia,India,Cosmetics,Offline,Low,2026-04-14,5071,2026-04-17,2864,70.19,52.65,201024.16,150789.6,50234.56
Africa,Kenya,Electronics,Offline,Low,2022-10-07,5072,2022-10-21,7617,130.14,83.77,991276.38,638076.09,353200.29
Europe,Italy,Electronics,Offline,Medium,2022-04-05,5073,2022-04-11,7079,519.75,344.12,3679310.25,2436025.48,1243284.77
Asia,Singapore,Furniture,Offline,Medium,2023-11-29,5074,2023-12-13,4953,921.51,499.84,4564239.03,2475707.52,2088531.51
Africa,Kenya,Food,Offline,Critical,2022-11-17,5075,2022-11-21,6180,882.19,507.45,5451934.2,3136041.0,2315893.2
Asia,South Korea,Food,Offline,Critical,2026-01-29,5076,2026-02-01,5358,330.0,169.62,1768140.0,908823.96,859316.04
Oceania,Fiji,Clothing,Online,Low,2025-10-27,5077,2025-11-03,1774,974.32,749.92,1728443.68,1330358.08,398085.6
Europe,United Kingdom,Office Supplies,Online,Low,2024-02-22,5078,2024-02-26,2645,416.87,192.07,1102621.15,508025.15,594596.0
North America,Canada,Clothing,Offline,Low,2022-01-18,5079,2022-01-30,7194,486.18,222.39,3497578.92,1599873.66,1897705.26
Europe,Spain,Electronics,Online,Low,2026-06-18,5080,2026-06-25,2283,143.06,82.08,326605.98,187388.64,139217.34
Europe,United Kingdom,Cosmetics,Online,Critical,2025-02-24,5081,2025-03-04,5208,699.1,490.75,3640912.8,2555826.0,1085086.8
South America,Argentina,Office Supplies,Online,High,2024-10-15,5082,2024-10-26,9314,803.84,441.68,7486965.76,4113807.52,3373158.24
Europe,United Kingdom,Electronics,Online,Medium,2024-04-10,5083,2024-04-12,4785,225.38,133.42,1078443.3,638414.7,440028.6
Asia,Singapore,Furniture,Offline,High,2025-02-03,5084,2025-02-08,7301,451.97,278.22,3299832.97,2031284.22,1268548.75
Africa,Egypt,Office Supplies,Online,Critical,2026-02-20,5085,2026-02-27,6202,786.27,565.77,4876446.54,3508905.54,1367541.0
Asia,Singapore,Office Supplies,Offline,Low,2025-12-23,5086,2025-12-28,3639,818.95,520.59,2980159.05,1894427.01,1085732.04
Europe,Spain,Electronics,Online,High,2023-06-26,5087,2023-06-29,9896,509.23,331.65,5039340.08,3282008.4,1757331.68
South America,Chile,Cosmetics,Online,Critical,2022-11-13,5088,2022-11-25,3356,714.23,563.36,2396955.88,1890636.16,506319.72
South America,Colombia,Electronics,Online,Low,2024-08-18,5089,2024-08-19,9909,333.09,185.51,3300588.81,1838218.59,1462370.22
South America,Colombia,Office Supplies,Online,Low,2023-09-18,5090,2023-09-22,5489,343.17,188.0,1883660.13,1031932.0,851728.13
Africa,Morocco,Food,Online,High,2024-01-18,5091,2024-01-30,7669,44.57,24.19,341807.33,185513.11,156294.22
Oceania,Fiji,Electronics,Online,Medium,2024-12-30,5092,2025-01-05,895,168.32,127.28,150646.4,113915.6,36730.8
South America,Brazil,Furniture,Online,Critical,2024-08-01,5093,2024-08-11,8232,722.26,357.41,5945644.32,2942199.12,3003445.2
North America,Canada,Office Supplies,Online,Critical,2024-04-01,5094,2024-04-04,6485,93.91,74.38,609006.35,482354.3,126652.05
Asia,China,Food,Online,Critical,2021-08-28,5095,2021-08-30,9321,580.29,314.07,5408883.09,2927446.47,2481436.62
Oceania,Fiji,Office Supplies,Online,Low,2023-10-20,5096,2023-10-23,2371,651.55,465.73,1544825.05,1104245.83,440579.22
Europe,Germany,Furniture,Online,Medium,2025-07-29,5097,2025-07-30,204,67.43,38.23,13755.72,7798.92,5956.8
North America,Canada,Furniture,Offline,Low,2026-02-24,5098,2026-03-01,2805,344.77,186.54,967079.85,523244.7,443835.15
Asia,Japan,Furniture,Online,Critical,2025-06-16,5099,2025-06-28,4711,112.95,82.94,532107.45,390730.34,141377.11
North America,United States,Electronics,Online,Critical,2024-06-22,5100,2024-06-25,5404,502.07,341.85,2713186.28,1847357.4,865828.88
Europe,United Kingdom,Furniture,Offline,Low,2023-11-09,5101,2023-11-12,772,657.13,434.22,507304.36,335217.84,172086.52
Asia,South Korea,Food,Online,Low,2022-11-25,5102,2022-11-26,9114,202.33,139.66,1844035.62,1272861.24,571174.38
Oceania,New Zealand,Food,Online,High,2023-09-27,5103,2023-09-30,1127,53.2,38.1,59956.4,42938.7,17017.7
South America,Brazil,Electronics,Online,Low,2022-08-22,5104,2022-09-02,7945,427.92,323.02,3399824.4,2566393.9,833430.5
Asia,India,Food,Online,Low,2022-10-07,5105,2022-10-20,2256,371.3,170.33,837652.8,384264.48,453388.32
Africa,Kenya,Clothing,Offline,Low,2022-11-06,5106,2022-11-07,6696,735.39,367.7,4924171.44,2462119.2,2462052.24
Europe,Italy,Office Supplies,Online,Medium,2025-03-04,5107,2025-03-10,2866,310.58,187.89,890122.28,538492.74,351629.54
North America,United States,Clothing,Offline,Low,2023-01-25,5108,2023-01-26,2618,45.21,27.3,118359.78,71471.4,46888.38
Africa,Kenya,Electronics,Offline,Medium,2023-10-20,5109,2023-10-27,8475,839.11,544.8,7111457.25,4617180.0,2494277.25
Africa,Nigeria,Cosmetics,Online,Low,2026-03-26,5110,2026-03-28,4070,670.18,467.04,2727632.6,1900852.8,826779.8
Europe,France,Furniture,Online,Medium,2023-07-27,5111,2023-08-09,6386,758.48,515.19,4843653.28,3290003.34,1553649.94
Oceania,Australia,Clothing,Offline,Medium,2023-06-29,5112,2023-07-09,6087,374.31,232.02,2278424.97,1412305.74,866119.23
North America,Canada,Furniture,Online,Low,2023-11-22,5113,2023-11-30,3491,818.16,411.94,2856196.56,1438082.54,1418114.02
Europe,France,Furniture,Offline,Low,2024-11-07,5114,2024-11-16,2182,193.74,131.31,422740.68,286518.42,136222.26
Asia,Japan,Cosmetics,Online,Medium,2023-08-05,5115,2023-08-19,6188,587.63,463.43,3636254.44,2867704.84,768549.6
Europe,Italy,Food,Online,Medium,2024-07-25,5116,2024-08-03,6269,112.1,68.64,702754.9,430304.16,272450.74
Asia,Japan,Clothing,Offline,Critical,2024-09-26,5117,2024-10-07,1757,90.25,68.34,158569.25,120073.38,38495.87
Oceania,Australia,Food,Offline,Critical,2024-05-23,5118,2024-05-28,5287,121.27,59.04,641154.49,312144.48,329010.01
Europe,Italy,Food,Online,Medium,2023-01-12,5119,2023-01-20,4647,753.32,566.66,3500678.04,2633269.02,867409.02
Asia,Japan,Furniture,Online,Low,2024-02-20,5120,2024-02-21,6420,261.42,189.96,1678316.4,1219543.2,458773.2
Africa,Nigeria,Cosmetics,Offline,High,2023-09-04,5121,2023-09-09,2748,974.26,579.56,2677266.48,1592630.88,1084635.6
Europe,Spain,Furniture,Online,High,2026-07-12,5122,2026-07-18,7591,555.91,256.0,4219912.81,1943296.0,2276616.81
Africa,Egypt,Food,Offline,High,2022-02-10,5123,2022-02-23,1149,526.29,268.45,604707.21,308449.05,296258.16
Africa,Nigeria,Office Supplies,Offline,Low,2022-02-09,5124,2022-02-16,1570,772.57,472.77,1212934.9,742248.9,470686.0
Africa,Morocco,Clothing,Offline,Critical,2023-03-21,5125,2023-03-30,9057,669.76,372.76,6066016.32,3376087.32,2689929.0
Africa,Egypt,Furniture,Offline,High,2024-07-30,5126,2024-08-11,3729,103.49,64.84,385914.21,241788.36,144125.85
